Index,SPN190_Logged_Phys,SPN190_Logged_Raw,SPN190_Original_Phys,SPN190_Original_Raw,SPN190_Error,SPN91_Logged_Phys,SPN91_Logged_Raw,SPN91_Original_Phys,SPN91_Original_Raw,SPN91_Error,SPN84_Logged_Phys,SPN84_Logged_Raw,SPN84_Original_Phys,SPN84_Original_Raw,SPN84_Error,SPN183_Logged_Phys,SPN183_Logged_Raw,SPN183_Original_Phys,SPN183_Original_Raw,SPN183_Error,SPN184_Logged_Phys,SPN184_Logged_Raw,SPN184_Original_Phys,SPN184_Original_Raw,SPN184_Error
920,,,1104.0,8832,,,,30.0,75,,,,68.3872,17507,,250.0,5000,0.0,0,250.0,15.0,7680,15.0,7680,0.0
921,,,1105.2,8842,,,,30.0,75,,,,68.4244,17517,,,,0.0,0,,,,15.0,7680,
922,,,1106.4,8851,,,,30.0,75,,,,68.4616,17526,,,,0.0,0,,,,15.0,7680,
923,,,1107.6,8861,,,,30.0,75,,,,68.4987,17536,,,,0.0,0,,,,15.0,7680,
924,,,1108.8,8870,,,,30.0,75,,,,68.5358,17545,,,,0.0,0,,,,15.0,7680,
925,,,1110.0,8880,,,,30.0,75,,,,68.5728,17555,,,,0.0,0,,,,15.0,7680,
926,,,1111.2,8890,,,,30.0,75,,,,68.6098,17564,,,,0.0,0,,,,15.0,7680,
927,,,1112.4,8899,,,,30.0,75,,,,68.6467,17574,,,,0.0,0,,,,15.0,7680,
928,,,1113.6,8909,,,,30.0,75,,,,68.6836,17583,,,,0.0,0,,,,15.0,7680,
929,,,1114.8,8918,,,,30.0,75,,,,68.7205,17592,,,,0.0,0,,,,15.0,7680,
930,,,1116.0,8928,,,,30.0,75,,,,68.7573,17602,,,,0.0,0,,,,15.0,7680,
931,,,1117.2,8938,,,,30.0,75,,,,68.794,17611,,,,0.0,0,,,,15.0,7680,
932,,,1118.4,8947,,,,30.0,75,,,,68.8307,17621,,,,0.0,0,,,,15.0,7680,
933,,,1119.6,8957,,,,30.0,75,,,,68.8674,17630,,,,0.0,0,,,,15.0,7680,
934,,,1120.8,8966,,,,30.0,75,,,,68.904,17639,,,,0.0,0,,,,15.0,7680,
935,,,1122.0,8976,,,,30.0,75,,,,68.9406,17649,,,,0.0,0,,,,15.0,7680,
936,2090.0,16720,1123.2,8986,966.8,74.0,185,30.0,75,44.0,45.3008,11597,68.9771,17658,-23.6763,250.0,5000,0.0,0,250.0,15.0,7680,15.0,7680,0.0
937,,,1124.4,8995,,,,30.0,75,,,,69.0136,17667,,,,0.0,0,,,,15.0,7680,
938,,,1125.6,9005,,,,30.0,75,,,,69.05,17677,,,,0.0,0,,,,15.0,7680,
939,,,1126.8,9014,,,,30.0,75,,,,69.0864,17686,,,,0.0,0,,,,15.0,7680,
940,,,1128.0,9024,,,,30.0,75,,,,69.1227,17695,,,,0.0,0,,,,15.0,7680,
941,,,1129.2,9034,,,,30.0,75,,,,69.159,17705,,,,0.0,0,,,,15.0,7680,
942,,,1130.4,9043,,,,30.0,75,,,,69.1952,17714,,,,0.0,0,,,,15.0,7680,
943,,,1131.6,9053,,,,30.0,75,,,,69.2314,17723,,,,0.0,0,,,,15.0,7680,
944,,,1132.8,9062,,,,30.0,75,,,,69.2676,17733,,,,0.0,0,,,,15.0,7680,
945,,,1134.0,9072,,,,30.0,75,,,,69.3037,17742,,,,0.0,0,,,,15.0,7680,
946,,,1135.2,9082,,,,30.0,75,,,,69.3397,17751,,,,0.0,0,,,,15.0,7680,
947,,,1136.4,9091,,,,30.0,75,,,,69.3757,17760,,,,0.0,0,,,,15.0,7680,
948,,,1137.6,9101,,,,30.0,75,,,,69.4117,17769,,,,0.0,0,,,,15.0,7680,
949,,,1138.8,9110,,,,30.0,75,,,,69.4476,17779,,,,0.0,0,,,,15.0,7680,
950,,,1140.0,9120,,,,30.0,75,,,,69.4834,17788,,,,0.0,0,,,,15.0,7680,
951,,,1141.2,9130,,,,30.0,75,,,,69.5193,17797,,,,0.0,0,,,,15.0,7680,
952,2060.0,16480,1142.4,9139,917.6,,,30.0,75,,,,69.555,17806,,,,0.0,0,,,,15.0,7680,
953,,,1143.6,9149,,74.0,185,30.0,75,44.0,43.0,11008,69.5907,17815,-26.5907,250.0,5000,0.0,0,250.0,15.0,7680,15.0,7680,0.0
954,,,1144.8,9158,,,,30.0,75,,,,69.6264,17824,,,,0.0,0,,,,15.0,7680,
955,,,1146.0,9168,,,,30.0,75,,,,69.662,17833,,,,0.0,0,,,,15.0,7680,
956,,,1147.2,9178,,,,30.0,75,,,,69.6976,17843,,,,0.0,0,,,,15.0,7680,
957,,,1148.4,9187,,,,30.0,75,,,,69.7331,17852,,,,0.0,0,,,,15.0,7680,
958,,,1149.6,9197,,,,30.0,75,,,,69.7686,17861,,,,0.0,0,,,,15.0,7680,
959,,,1150.8,9206,,,,30.0,75,,,,69.804,17870,,,,0.0,0,,,,15.0,7680,
960,,,1152.0,9216,,,,30.0,75,,,,69.8394,17879,,,,0.0,0,,,,15.0,7680,
961,,,1153.2,9226,,,,30.0,75,,,,69.8747,17888,,,,0.0,0,,,,15.0,7680,
962,,,1154.4,9235,,,,30.0,75,,,,69.91,17897,,,,0.0,0,,,,15.0,7680,
963,,,1155.6,9245,,,,30.0,75,,,,69.9452,17906,,,,0.0,0,,,,15.0,7680,
964,,,1156.8,9254,,,,30.0,75,,,,69.9804,17915,,,,0.0,0,,,,15.0,7680,
965,,,1158.0,9264,,,,30.0,75,,,,70.0155,17924,,,,0.0,0,,,,15.0,7680,
966,,,1159.2,9274,,,,30.0,75,,,,70.0506,17933,,,,0.0,0,,,,15.0,7680,
967,,,1160.4,9283,,,,30.0,75,,,,70.0856,17942,,,,0.0,0,,,,15.0,7680,
968,,,1161.6,9293,,,,30.0,75,,,,70.1206,17951,,,,0.0,0,,,,15.0,7680,
969,2030.0,16240,1162.8,9302,867.2,74.0,185,30.0,75,44.0,,,70.1555,17960,,,,0.0,0,,,,15.0,7680,
970,,,1164.0,9312,,,,30.0,75,,40.6992,10419,70.1904,17969,-29.4912,250.0,5000,0.0,0,250.0,15.0,7680,15.0,7680,0.0
971,,,1165.2,9322,,,,30.0,75,,,,70.2252,17978,,,,0.0,0,,,,15.0,7680,
972,,,1166.4,9331,,,,30.0,75,,,,70.26,17987,,,,0.0,0,,,,15.0,7680,
973,,,1167.6,9341,,,,30.0,75,,,,70.2947,17995,,,,0.0,0,,,,15.0,7680,
974,,,1168.8,9350,,,,30.0,75,,,,70.3294,18004,,,,0.0,0,,,,15.0,7680,
975,,,1170.0,9360,,,,30.0,75,,,,70.364,18013,,,,0.0,0,,,,15.0,7680,
976,,,1171.2,9370,,,,30.0,75,,,,70.3986,18022,,,,0.0,0,,,,15.0,7680,
977,,,1172.4,9379,,,,30.0,75,,,,70.4331,18031,,,,0.0,0,,,,15.0,7680,
978,,,1173.6,9389,,,,30.0,75,,,,70.4676,18040,,,,0.0,0,,,,15.0,7680,
979,,,1174.8,9398,,,,30.0,75,,,,70.502,18049,,,,0.0,0,,,,15.0,7680,
980,,,1176.0,9408,,,,30.0,75,,,,70.5364,18057,,,,0.0,0,,,,15.0,7680,
981,,,1177.2,9418,,,,30.0,75,,,,70.5707,18066,,,,0.0,0,,,,15.0,7680,
982,,,1178.4,9427,,,,30.0,75,,,,70.605,18075,,,,0.0,0,,,,15.0,7680,
983,,,1179.6,9437,,,,30.0,75,,,,70.6392,18084,,,,0.0,0,,,,15.0,7680,
984,,,1180.8,9446,,,,30.0,75,,,,70.6734,18092,,,,0.0,0,,,,15.0,7680,
985,,,1182.0,9456,,,,30.0,75,,,,70.7075,18101,,,,0.0,0,,,,15.0,7680,
986,2000.0,16000,1183.2,9466,816.8,74.0,185,30.0,75,44.0,38.6016,9882,70.7416,18110,-32.14,250.0,5000,0.0,0,250.0,15.0,7680,15.0,7680,0.0
987,,,1184.4,9475,,,,30.0,75,,,,70.7756,18119,,,,0.0,0,,,,15.0,7680,
988,,,1185.6,9485,,,,30.0,75,,,,70.8096,18127,,,,0.0,0,,,,15.0,7680,
989,,,1186.8,9494,,,,30.0,75,,,,70.8435,18136,,,,0.0,0,,,,15.0,7680,
990,,,1188.0,9504,,,,30.0,75,,,,70.8774,18145,,,,0.0,0,,,,15.0,7680,
991,,,1189.2,9514,,,,30.0,75,,,,70.9112,18153,,,,0.0,0,,,,15.0,7680,
992,,,1190.4,9523,,,,30.0,75,,,,70.945,18162,,,,0.0,0,,,,15.0,7680,
993,,,1191.6,9533,,,,30.0,75,,,,70.9787,18171,,,,0.0,0,,,,15.0,7680,
994,,,1192.8,9542,,,,30.0,75,,,,71.0123,18179,,,,0.0,0,,,,15.0,7680,
995,,,1194.0,9552,,,,30.0,75,,,,71.0459,18188,,,,0.0,0,,,,15.0,7680,
996,,,1195.2,9562,,,,30.0,75,,,,71.0795,18196,,,,0.0,0,,,,15.0,7680,
997,,,1196.4,9571,,,,30.0,75,,,,71.113,18205,,,,0.0,0,,,,15.0,7680,
998,,,1197.6,9581,,,,30.0,75,,,,71.1465,18213,,,,0.0,0,,,,15.0,7680,
999,,,1198.8,9590,,,,30.0,75,,,,71.1799,18222,,,,0.0,0,,,,15.0,7680,
1000,,,1200.0,9600,,,,40.0,100,,,,71.2132,18231,,,,120.0,2400,,,,15.0,7680,
1001,,,1201.2,9610,,,,40.0,100,,,,71.2465,18239,,,,120.0,2400,,,,15.0,7680,
1002,,,1202.4,9619,,,,40.0,100,,,,71.2797,18248,,,,120.0,2400,,,,15.0,7680,
1003,1970.0,15760,1203.6,9629,766.4,66.0,165,40.0,100,26.0,36.5,9344,71.3129,18256,-34.8129,250.0,5000,120.0,2400,130.0,15.0,7680,15.0,7680,0.0
1004,,,1204.8,9638,,,,40.0,100,,,,71.3461,18265,,,,120.0,2400,,,,15.0,7680,
1005,,,1206.0,9648,,,,40.0,100,,,,71.3792,18273,,,,120.0,2400,,,,15.0,7680,
1006,,,1207.2,9658,,,,40.0,100,,,,71.4122,18282,,,,120.0,2400,,,,15.0,7680,
1007,,,1208.4,9667,,,,40.0,100,,,,71.4452,18290,,,,120.0,2400,,,,15.0,7680,
1008,,,1209.6,9677,,,,40.0,100,,,,71.4781,18298,,,,120.0,2400,,,,15.0,7680,
1009,,,1210.8,9686,,,,40.0,100,,,,71.511,18307,,,,120.0,2400,,,,15.0,7680,
1010,,,1212.0,9696,,,,40.0,100,,,,71.5438,18315,,,,120.0,2400,,,,15.0,7680,
1011,,,1213.2,9706,,,,40.0,100,,,,71.5766,18324,,,,120.0,2400,,,,15.0,7680,
1012,,,1214.4,9715,,,,40.0,100,,,,71.6093,18332,,,,120.0,2400,,,,15.0,7680,
1013,,,1215.6,9725,,,,40.0,100,,,,71.6419,18340,,,,120.0,2400,,,,15.0,7680,
1014,,,1216.8,9734,,,,40.0,100,,,,71.6745,18349,,,,120.0,2400,,,,15.0,7680,
1015,,,1218.0,9744,,,,40.0,100,,,,71.7071,18357,,,,120.0,2400,,,,15.0,7680,
1016,,,1219.2,9754,,,,40.0,100,,,,71.7396,18365,,,,120.0,2400,,,,15.0,7680,
1017,,,1220.4,9763,,,,40.0,100,,,,71.772,18374,,,,120.0,2400,,,,15.0,7680,
1018,,,1221.6,9773,,,,40.0,100,,,,71.8044,18382,,,,120.0,2400,,,,15.0,7680,
1019,1940.0,15520,1222.8,9782,717.2,,,40.0,100,,,,71.8368,18390,,,,120.0,2400,,,,15.0,7680,
1020,,,1224.0,9792,,66.0,165,40.0,100,26.0,34.5,8832,71.8691,18398,-37.3691,250.0,5000,120.0,2400,130.0,15.0,7680,15.0,7680,0.0
1021,,,1225.2,9802,,,,40.0,100,,,,71.9013,18407,,,,120.0,2400,,,,15.0,7680,
1022,,,1226.4,9811,,,,40.0,100,,,,71.9335,18415,,,,120.0,2400,,,,15.0,7680,
1023,,,1227.6,9821,,,,40.0,100,,,,71.9656,18423,,,,120.0,2400,,,,15.0,7680,
1024,,,1228.8,9830,,,,40.0,100,,,,71.9977,18431,,,,120.0,2400,,,,15.0,7680,
1025,,,1230.0,9840,,,,40.0,100,,,,72.0297,18440,,,,120.0,2400,,,,15.0,7680,
1026,,,1231.2,9850,,,,40.0,100,,,,72.0616,18448,,,,120.0,2400,,,,15.0,7680,
1027,,,1232.4,9859,,,,40.0,100,,,,72.0935,18456,,,,120.0,2400,,,,15.0,7680,
1028,,,1233.6,9869,,,,40.0,100,,,,72.1254,18464,,,,120.0,2400,,,,15.0,7680,
1029,,,1234.8,9878,,,,40.0,100,,,,72.1572,18472,,,,120.0,2400,,,,15.0,7680,
1030,,,1236.0,9888,,,,40.0,100,,,,72.1889,18480,,,,120.0,2400,,,,15.0,7680,
1031,,,1237.2,9898,,,,40.0,100,,,,72.2206,18488,,,,120.0,2400,,,,15.0,7680,
1032,,,1238.4,9907,,,,40.0,100,,,,72.2523,18497,,,,120.0,2400,,,,15.0,7680,
1033,,,1239.6,9917,,,,40.0,100,,,,72.2838,18505,,,,120.0,2400,,,,15.0,7680,
1034,,,1240.8,9926,,,,40.0,100,,,,72.3154,18513,,,,120.0,2400,,,,15.0,7680,
1035,,,1242.0,9936,,,,40.0,100,,,,72.3468,18521,,,,120.0,2400,,,,15.0,7680,
1036,1910.0,15280,1243.2,9946,666.8,66.0,165,40.0,100,26.0,32.6016,8346,72.3782,18529,-39.7767,,,120.0,2400,,,,15.0,7680,
1037,,,1244.4,9955,,,,40.0,100,,,,72.4096,18537,,250.0,5000,120.0,2400,130.0,15.0,7680,15.0,7680,0.0
1038,,,1245.6,9965,,,,40.0,100,,,,72.4409,18545,,,,120.0,2400,,,,15.0,7680,
1039,,,1246.8,9974,,,,40.0,100,,,,72.4721,18553,,,,120.0,2400,,,,15.0,7680,
1040,,,1248.0,9984,,,,40.0,100,,,,72.5033,18561,,,,120.0,2400,,,,15.0,7680,
1041,,,1249.2,9994,,,,40.0,100,,,,72.5345,18569,,,,120.0,2400,,,,15.0,7680,
1042,,,1250.4,10003,,,,40.0,100,,,,72.5655,18577,,,,120.0,2400,,,,15.0,7680,
1043,,,1251.6,10013,,,,40.0,100,,,,72.5966,18585,,,,120.0,2400,,,,15.0,7680,
1044,,,1252.8,10022,,,,40.0,100,,,,72.6275,18593,,,,120.0,2400,,,,15.0,7680,
1045,,,1254.0,10032,,,,40.0,100,,,,72.6585,18601,,,,120.0,2400,,,,15.0,7680,
1046,,,1255.2,10042,,,,40.0,100,,,,72.6893,18608,,,,120.0,2400,,,,15.0,7680,
1047,,,1256.4,10051,,,,40.0,100,,,,72.7201,18616,,,,120.0,2400,,,,15.0,7680,
1048,,,1257.6,10061,,,,40.0,100,,,,72.7509,18624,,,,120.0,2400,,,,15.0,7680,
1049,,,1258.8,10070,,,,40.0,100,,,,72.7815,18632,,,,120.0,2400,,,,15.0,7680,
1050,,,1260.0,10080,,,,40.0,100,,,,72.8122,18640,,,,120.0,2400,,,,15.0,7680,
1051,,,1261.2,10090,,,,40.0,100,,,,72.8428,18648,,,,120.0,2400,,,,15.0,7680,
1052,,,1262.4,10099,,,,40.0,100,,,,72.8733,18656,,,,120.0,2400,,,,15.0,7680,
1053,1880.0,15040,1263.6,10109,616.4,66.0,165,40.0,100,26.0,30.8008,7885,72.9037,18663,-42.103,250.0,5000,120.0,2400,130.0,15.0,7680,15.0,7680,0.0
1054,,,1264.8,10118,,,,40.0,100,,,,72.9341,18671,,,,120.0,2400,,,,15.0,7680,
1055,,,1266.0,10128,,,,40.0,100,,,,72.9645,18679,,,,120.0,2400,,,,15.0,7680,
1056,,,1267.2,10138,,,,40.0,100,,,,72.9948,18687,,,,120.0,2400,,,,15.0,7680,
1057,,,1268.4,10147,,,,40.0,100,,,,73.025,18694,,,,120.0,2400,,,,15.0,7680,
1058,,,1269.6,10157,,,,40.0,100,,,,73.0552,18702,,,,120.0,2400,,,,15.0,7680,
1059,,,1270.8,10166,,,,40.0,100,,,,73.0853,18710,,,,120.0,2400,,,,15.0,7680,
1060,,,1272.0,10176,,,,40.0,100,,,,73.1154,18718,,,,120.0,2400,,,,15.0,7680,
1061,,,1273.2,10186,,,,40.0,100,,,,73.1454,18725,,,,120.0,2400,,,,15.0,7680,
1062,,,1274.4,10195,,,,40.0,100,,,,73.1754,18733,,,,120.0,2400,,,,15.0,7680,
1063,,,1275.6,10205,,,,40.0,100,,,,73.2053,18741,,,,120.0,2400,,,,15.0,7680,
1064,,,1276.8,10214,,,,40.0,100,,,,73.2351,18748,,,,120.0,2400,,,,15.0,7680,
1065,,,1278.0,10224,,,,40.0,100,,,,73.2649,18756,,,,120.0,2400,,,,15.0,7680,
1066,,,1279.2,10234,,,,40.0,100,,,,73.2946,18763,,,,120.0,2400,,,,15.0,7680,
1067,,,1280.4,10243,,,,40.0,100,,,,73.3243,18771,,,,120.0,2400,,,,15.0,7680,
1068,,,1281.6,10253,,,,40.0,100,,,,73.3539,18779,,,,120.0,2400,,,,15.0,7680,
1069,,,1282.8,10262,,,,40.0,100,,,,73.3834,18786,,,,120.0,2400,,,,15.0,7680,
1070,1850.0,14800,1284.0,10272,566.0,66.0,165,40.0,100,26.0,29.1992,7475,73.4129,18794,-44.2137,250.0,5000,120.0,2400,130.0,15.0,7680,15.0,7680,0.0
1071,,,1285.2,10282,,,,40.0,100,,,,73.4423,18801,,,,120.0,2400,,,,15.0,7680,
1072,,,1286.4,10291,,,,40.0,100,,,,73.4717,18809,,,,120.0,2400,,,,15.0,7680,
1073,,,1287.6,10301,,,,40.0,100,,,,73.501,18816,,,,120.0,2400,,,,15.0,7680,
1074,,,1288.8,10310,,,,40.0,100,,,,73.5303,18824,,,,120.0,2400,,,,15.0,7680,
1075,,,1290.0,10320,,,,40.0,100,,,,73.5595,18831,,,,120.0,2400,,,,15.0,7680,
1076,,,1291.2,10330,,,,40.0,100,,,,73.5887,18839,,,,120.0,2400,,,,15.0,7680,
1077,,,1292.4,10339,,,,40.0,100,,,,73.6177,18846,,,,120.0,2400,,,,15.0,7680,
1078,,,1293.6,10349,,,,40.0,100,,,,73.6468,18854,,,,120.0,2400,,,,15.0,7680,
1079,,,1294.8,10358,,,,40.0,100,,,,73.6757,18861,,,,120.0,2400,,,,15.0,7680,
1080,,,1296.0,10368,,,,40.0,100,,,,73.7047,18868,,,,120.0,2400,,,,15.0,7680,
1081,,,1297.2,10378,,,,40.0,100,,,,73.7335,18876,,,,120.0,2400,,,,15.0,7680,
1082,,,1298.4,10387,,,,40.0,100,,,,73.7623,18883,,,,120.0,2400,,,,15.0,7680,
1083,,,1299.6,10397,,,,40.0,100,,,,73.791,18891,,,,120.0,2400,,,,15.0,7680,
1084,,,1300.8,10406,,,,40.0,100,,,,73.8197,18898,,,,120.0,2400,,,,15.0,7680,
1085,,,1302.0,10416,,,,40.0,100,,,,73.8483,18905,,,,120.0,2400,,,,15.0,7680,
1086,1820.0,14560,1303.2,10426,516.8,58.0,145,40.0,100,18.0,,,73.8769,18912,,,,120.0,2400,,,,15.0,7680,
1087,,,1304.4,10435,,,,40.0,100,,27.6016,7066,73.9054,18920,-46.3038,250.0,5000,120.0,2400,130.0,15.0,7680,15.0,7680,0.0
1088,,,1305.6,10445,,,,40.0,100,,,,73.9338,18927,,,,120.0,2400,,,,15.0,7680,
1089,,,1306.8,10454,,,,40.0,100,,,,73.9622,18934,,,,120.0,2400,,,,15.0,7680,
1090,,,1308.0,10464,,,,40.0,100,,,,73.9905,18942,,,,120.0,2400,,,,15.0,7680,
1091,,,1309.2,10474,,,,40.0,100,,,,74.0188,18949,,,,120.0,2400,,,,15.0,7680,
1092,,,1310.4,10483,,,,40.0,100,,,,74.047,18956,,,,120.0,2400,,,,15.0,7680,
1093,,,1311.6,10493,,,,40.0,100,,,,74.0752,18963,,,,120.0,2400,,,,15.0,7680,
1094,,,1312.8,10502,,,,40.0,100,,,,74.1032,18970,,,,120.0,2400,,,,15.0,7680,
1095,,,1314.0,10512,,,,40.0,100,,,,74.1313,18978,,,,120.0,2400,,,,15.0,7680,
1096,,,1315.2,10522,,,,40.0,100,,,,74.1592,18985,,,,120.0,2400,,,,15.0,7680,
1097,,,1316.4,10531,,,,40.0,100,,,,74.1871,18992,,,,120.0,2400,,,,15.0,7680,
1098,,,1317.6,10541,,,,40.0,100,,,,74.215,18999,,,,120.0,2400,,,,15.0,7680,
1099,,,1318.8,10550,,,,40.0,100,,,,74.2428,19006,,,,120.0,2400,,,,15.0,7680,
1100,,,1320.0,10560,,,,40.0,100,,,,74.2705,19013,,,,120.0,2400,,,,15.0,7680,
1101,,,1321.2,10570,,,,40.0,100,,,,74.2982,19020,,,,120.0,2400,,,,15.0,7680,
1102,,,1322.4,10579,,,,40.0,100,,,,74.3258,19027,,,,120.0,2400,,,,15.0,7680,
1103,1790.0,14320,1323.6,10589,466.4,58.0,145,40.0,100,18.0,26.1992,6707,74.3533,19034,-48.1541,,,120.0,2400,,,,15.0,7680,
1104,,,1324.8,10598,,,,40.0,100,,,,74.3808,19041,,250.0,5000,120.0,2400,130.0,15.0,7680,15.0,7680,0.0
1105,,,1326.0,10608,,,,40.0,100,,,,74.4083,19049,,,,120.0,2400,,,,15.0,7680,
1106,,,1327.2,10618,,,,40.0,100,,,,74.4356,19056,,,,120.0,2400,,,,15.0,7680,
1107,,,1328.4,10627,,,,40.0,100,,,,74.4629,19063,,,,120.0,2400,,,,15.0,7680,
1108,,,1329.6,10637,,,,40.0,100,,,,74.4902,19069,,,,120.0,2400,,,,15.0,7680,
1109,,,1330.8,10646,,,,40.0,100,,,,74.5174,19076,,,,120.0,2400,,,,15.0,7680,
1110,,,1332.0,10656,,,,40.0,100,,,,74.5445,19083,,,,120.0,2400,,,,15.0,7680,
1111,,,1333.2,10666,,,,40.0,100,,,,74.5716,19090,,,,120.0,2400,,,,15.0,7680,
1112,,,1334.4,10675,,,,40.0,100,,,,74.5986,19097,,,,120.0,2400,,,,15.0,7680,
1113,,,1335.6,10685,,,,40.0,100,,,,74.6255,19104,,,,120.0,2400,,,,15.0,7680,
1114,,,1336.8,10694,,,,40.0,100,,,,74.6524,19111,,,,120.0,2400,,,,15.0,7680,
1115,,,1338.0,10704,,,,40.0,100,,,,74.6792,19118,,,,120.0,2400,,,,15.0,7680,
1116,,,1339.2,10714,,,,40.0,100,,,,74.706,19125,,,,120.0,2400,,,,15.0,7680,
1117,,,1340.4,10723,,,,40.0,100,,,,74.7327,19132,,,,120.0,2400,,,,15.0,7680,
1118,,,1341.6,10733,,,,40.0,100,,,,74.7593,19138,,,,120.0,2400,,,,15.0,7680,
1119,,,1342.8,10742,,,,40.0,100,,,,74.7859,19145,,,,120.0,2400,,,,15.0,7680,
1120,1760.0,14080,1344.0,10752,416.0,58.0,145,40.0,100,18.0,24.8984,6374,74.8124,19152,-49.914,250.0,5000,120.0,2400,130.0,15.0,7680,15.0,7680,0.0
1121,,,1345.2,10762,,,,40.0,100,,,,74.8389,19159,,,,120.0,2400,,,,15.0,7680,
1122,,,1346.4,10771,,,,40.0,100,,,,74.8653,19166,,,,120.0,2400,,,,15.0,7680,
1123,,,1347.6,10781,,,,40.0,100,,,,74.8916,19172,,,,120.0,2400,,,,15.0,7680,
1124,,,1348.8,10790,,,,40.0,100,,,,74.9179,19179,,,,120.0,2400,,,,15.0,7680,
1125,,,1350.0,10800,,,,40.0,100,,,,74.9441,19186,,,,120.0,2400,,,,15.0,7680,
1126,,,1351.2,10810,,,,40.0,100,,,,74.9702,19192,,,,120.0,2400,,,,15.0,7680,
1127,,,1352.4,10819,,,,40.0,100,,,,74.9963,19199,,,,120.0,2400,,,,15.0,7680,
1128,,,1353.6,10829,,,,40.0,100,,,,75.0224,19206,,,,120.0,2400,,,,15.0,7680,
1129,,,1354.8,10838,,,,40.0,100,,,,75.0483,19212,,,,120.0,2400,,,,15.0,7680,
1130,,,1356.0,10848,,,,40.0,100,,,,75.0742,19219,,,,120.0,2400,,,,15.0,7680,
1131,,,1357.2,10858,,,,40.0,100,,,,75.1001,19226,,,,120.0,2400,,,,15.0,7680,
1132,,,1358.4,10867,,,,40.0,100,,,,75.1258,19232,,,,120.0,2400,,,,15.0,7680,
1133,,,1359.6,10877,,,,40.0,100,,,,75.1516,19239,,,,120.0,2400,,,,15.0,7680,
1134,,,1360.8,10886,,,,40.0,100,,,,75.1772,19245,,,,120.0,2400,,,,15.0,7680,
1135,,,1362.0,10896,,,,40.0,100,,,,75.2028,19252,,,,120.0,2400,,,,15.0,7680,
1136,1730.0,13840,1363.2,10906,366.8,,,40.0,100,,,,75.2283,19258,,,,120.0,2400,,,,15.0,7680,
1137,,,1364.4,10915,,58.0,145,40.0,100,18.0,23.8008,6093,75.2538,19265,-51.453,250.0,5000,120.0,2400,130.0,15.0,7680,15.0,7680,0.0
1138,,,1365.6,10925,,,,40.0,100,,,,75.2792,19271,,,,120.0,2400,,,,15.0,7680,
1139,,,1366.8,10934,,,,40.0,100,,,,75.3046,19278,,,,120.0,2400,,,,15.0,7680,
1140,,,1368.0,10944,,,,40.0,100,,,,75.3298,19284,,,,120.0,2400,,,,15.0,7680,
1141,,,1369.2,10954,,,,40.0,100,,,,75.3551,19291,,,,120.0,2400,,,,15.0,7680,
1142,,,1370.4,10963,,,,40.0,100,,,,75.3802,19297,,,,120.0,2400,,,,15.0,7680,
1143,,,1371.6,10973,,,,40.0,100,,,,75.4053,19304,,,,120.0,2400,,,,15.0,7680,
1144,,,1372.8,10982,,,,40.0,100,,,,75.4303,19310,,,,120.0,2400,,,,15.0,7680,
1145,,,1374.0,10992,,,,40.0,100,,,,75.4553,19317,,,,120.0,2400,,,,15.0,7680,
1146,,,1375.2,11002,,,,40.0,100,,,,75.4802,19323,,,,120.0,2400,,,,15.0,7680,
1147,,,1376.4,11011,,,,40.0,100,,,,75.5051,19329,,,,120.0,2400,,,,15.0,7680,
1148,,,1377.6,11021,,,,40.0,100,,,,75.5298,19336,,,,120.0,2400,,,,15.0,7680,
1149,,,1378.8,11030,,,,40.0,100,,,,75.5546,19342,,,,120.0,2400,,,,15.0,7680,
1150,,,1380.0,11040,,,,40.0,100,,,,75.5792,19348,,,,120.0,2400,,,,15.0,7680,
1151,,,1381.2,11050,,,,40.0,100,,,,75.6038,19355,,,,120.0,2400,,,,15.0,7680,
1152,,,1382.4,11059,,,,40.0,100,,,,75.6283,19361,,,,120.0,2400,,,,15.0,7680,
1153,1700.0,13600,1383.6,11069,316.4,58.0,145,40.0,100,18.0,22.8008,5837,75.6528,19367,-52.852,,,120.0,2400,,,,15.0,7680,
1154,,,1384.8,11078,,,,40.0,100,,,,75.6772,19373,,250.0,5000,120.0,2400,130.0,15.0,7680,15.0,7680,0.0
1155,,,1386.0,11088,,,,40.0,100,,,,75.7015,19380,,,,120.0,2400,,,,15.0,7680,
1156,,,1387.2,11098,,,,40.0,100,,,,75.7258,19386,,,,120.0,2400,,,,15.0,7680,
1157,,,1388.4,11107,,,,40.0,100,,,,75.75,19392,,,,120.0,2400,,,,15.0,7680,
1158,,,1389.6,11117,,,,40.0,100,,,,75.7742,19398,,,,120.0,2400,,,,15.0,7680,
1159,,,1390.8,11126,,,,40.0,100,,,,75.7982,19404,,,,120.0,2400,,,,15.0,7680,
1160,,,1392.0,11136,,,,40.0,100,,,,75.8223,19410,,,,120.0,2400,,,,15.0,7680,
1161,,,1393.2,11146,,,,40.0,100,,,,75.8462,19417,,,,120.0,2400,,,,15.0,7680,
1162,,,1394.4,11155,,,,40.0,100,,,,75.8701,19423,,,,120.0,2400,,,,15.0,7680,
1163,,,1395.6,11165,,,,40.0,100,,,,75.8939,19429,,,,120.0,2400,,,,15.0,7680,
1164,,,1396.8,11174,,,,40.0,100,,,,75.9177,19435,,,,120.0,2400,,,,15.0,7680,
